"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"true","true","https://pbs.twimg.com/profile_banners/88372057/1615077209","Sun Nov 08 07:19:39 +0000 2009","Wizard / Podcaster / Bird Dancer 🔥 Mythical Astronomy of Ice & Fire 🔥 IG: davidlightbringer 🔥 YT: DavidLightbringer / Mythic Concepts (new myth channel!!)",,,,,,,,,,,"lucifermeanslightbringer.com","http://lucifermeanslightbringer.com","0","23","https://t.co/XasDH9tlau","0","97493","11622","2521","true","88372057","false","false","false","California, USA","5168","🜃🜏 The Dragon LmL 🜏🜃","1552501481739128832","false","https://pbs.twimg.com/profile_images/1511451799886082048/9WFPQROS_normal.jpg","","85044","https://twitter.com/thedragonLML","user","https://x.com/thedragonLML","thedragonLML",,"@nedly_is ..on our election. Call it meddling, interfering, whatever - it was the Russian govt using cyberwar to tilt the outcome of our election. Muller is investigating all the Russian meddling. Drawing a distinction doesn't exculpate Trump Jr or anyone else.","Wed Jun 13 20:50:07 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/15302518/1409501021","Wed Jul 02 22:35:10 +0000 2008","Realtor, Ally, Wahoo, Gamecock, dog mom, outspoken, liberal, patriot, #resister",,,,,,,,,,,"HousesWithRenee.com","http://www.HousesWithRenee.com","0","23","https://t.co/mJByDW1otr","0","17409","217","351","true","15302518","false","false","false","Arlington, VA","114","Renee Greenwell",,"false","https://pbs.twimg.com/profile_images/1707168806/PeanutPigNose2_normal.JPG","","32995","https://twitter.com/reneegreenwell","user","https://x.com/reneegreenwell","reneegreenwell",,"Mueller warns that election, politics meddling by foreigners is still happening https://t.co/icSXQUDGdD","Wed Jun 13 20:36:28 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/1537558634/1675803676","Fri Jun 21 23:40:46 +0000 2013","We move people to engage digitally, share their stories, fall in love with brands, affect policy decisions, and create change through advocacy.",,,,,,,,,,,"countable.com/grassroots-adv…","https://www.countable.com/grassroots-advocacy/quickstart","0","23","https://t.co/cqhAz9qRnM","0","9350","11988","10099","false","1537558634","false","false","false","San Francisco, CA","3878","Countable","1624096421166166045","false","https://pbs.twimg.com/profile_images/1513773960642674689/R-7Hsqsc_normal.jpg","","10968","https://twitter.com/countable","user","https://x.com/countable","countable",,"""Mueller Warns Foreign Election Meddling Still Occurring""
Special counsel Robert Mueller told a judge on Tuesday that election meddling operations are still occurring from ""uncharged individuals and entities.""
https://t.co/EIcobsW1N7 https://t.co/AEtjv6siSC","Wed Jun 13 20:35:03 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/872460123125448704/1500435076","Wed Jun 07 14:27:57 +0000 2017","21yr Fed Pros (Org Crime, Chief SJ Branch), Past Stanford Law Pro Bono Dir/Lecturer & US Dist Ct. Clerk. Pub.  Famous quote: ""Keep talking, moron.""",,,,,,,,,,,,,,,,"0","101439","144323","4244","true","872460123125448704","false","false","false","","917","Elizabeth de la Vega 🇺🇸🦅","1853281496083189765","false","https://pbs.twimg.com/profile_images/1458603358953091072/Zx10WJ3n_normal.jpg","","102900","https://twitter.com/Delavegalaw","user","https://x.com/Delavegalaw","Delavegalaw",,"@HarrySandick @eorden Well, fwiw, that has been DOJ policy, implemented in offices throughout the country, for many years, including under Mueller when he was US Atty in NDCa.. We may see a different approach here, as we've seen in the SC investigation with Flynn, Gates and others.","Wed Jun 13 23:38:17 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/4174190357/1551196866","Thu Nov 12 21:36:43 +0000 2015","",,,,,,,,,,,"youtu.be/XycBLF6kWuY","https://youtu.be/XycBLF6kWuY","0","23","https://t.co/VdsVMRpidJ","0","24945","339","421","true","4174190357","false","false","false","Cocoa Beach, FLA","1757","Chrìstορhεr","1296555042632343552","false","https://pbs.twimg.com/profile_images/1309698350472671232/BK5wTVxF_normal.jpg","","41662","https://twitter.com/cdwillett66","user","https://x.com/cdwillett66","cdwillett66",,"On what planet is it necessary for Sessions to recuse himself but perfectly appropriate for Rosenstein to continue as acting AG for purposes of both the Mueller investigation and Congress’s probe of DOJ investigative irregularities? https://t.co/Btkd9zSzqY https://t.co/vaEWIMyP3m","Wed Jun 13 23:37:57 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/27070712/1732061062","Fri Mar 27 19:00:51 +0000 2009","Preserve🌍the🌲Planet🐝 Protect the Vulnerable 💜 #CovidIsChronic😷 GenX STEM Fem♀️  Data Systems Engineering👩🏻‍💻 ND🧠✨ Look Up!🌌 🔭 #LymeWarrior⚔️",,,,,,,,,,,"bsky.app/profile/angell…","https://bsky.app/profile/angelleigh.bsky.social","0","23","https://t.co/TPIzq6YQab","0","200861","11513","11306","true","27070712","false","false","false","Catskill Mountains, New York","16018","ꪖꪀᧁꫀꪶꪶꫀ꠸ᧁꫝ.bsky🦋🩵🌌","1816970849645134323","false","https://pbs.twimg.com/profile_images/1667660366929702912/0lYasBcd_normal.jpg","","202411","https://twitter.com/angel_leigh","user","https://x.com/angel_leigh","angel_leigh",,"@FrankLuntz And over half of Americans think Mueller should continue his investigation... The important start will be once the facts comes out about both","Wed Jun 13 23:35:40 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/48091128/1423347632","Wed Jun 17 19:54:34 +0000 2009","VIRTUS TENTAMINE GAUDET Constitutional Conservative; 
MOLON LABE! #MAGA
SICK & TIRED OF SOCIALIST-COMMUNIST LIARS❌    ❤️🇺🇸🇮🇱🇮🇱🦁",,,,,,,,,,,,,,,,"0","174347","3111","5568","false","48091128","true","false","false","Everywhere","1471","LeonidasOfSparta 🇺🇸🇺🇸🇺🇸 🇮🇱TRUMP 2024",,"false","https://pbs.twimg.com/profile_images/814175834781020161/FMzsACBb_normal.jpg","","259482","https://twitter.com/Skylark57","user","https://x.com/Skylark57","Skylark57",,"Drudge Headline: Cohen Flips? -- Another Mueller Investigation Leak Day Before IG Report https://t.co/pNU1cV2x1a via @gatewaypundit","Wed Jun 13 23:35:24 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/68720157/1483317942","Tue Aug 25 15:24:37 +0000 2009","Mindful observer, freelance writer/reporter.SAG. Total beach head. #VoteBlue. Jan. @MVYRD 💙🌊🌊",,,,,,,,,,,,,,,,"0","84439","3976","4729","true","68720157","false","false","false","","1634","JAN.","1359270693033168899","false","https://pbs.twimg.com/profile_images/1054129633782681600/UB41Ike9_normal.jpg","","100869","https://twitter.com/MVYRD","user","https://x.com/MVYRD","MVYRD",,"@SocialPowerOne1 Odd because I can do a survey of over 1700 people tonight and they would be 100% in favor of Mr Mueller and his investigation.","Wed Jun 13 23:35:14 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/15822929/1486046090","Tue Aug 12 14:38:09 +0000 2008","Nature lover, birder, reader, knitter, science, arts, TN Titans-No Lists No DMs Call me Benne. Blue dot. ☕️  for TG #HarrisWalz2024",,,,,,,,,,,,,,,,"0","650639","7344","7882","true","15822929","false","false","false","Tennessee","778","feathersong🇺🇸🇺🇦","1604787894043951104","false","https://pbs.twimg.com/profile_images/550846338317815809/fxfpJpOW_normal.jpeg","","277031","https://twitter.com/feathersong","user","https://x.com/feathersong","feathersong",,"@HoarseWisperer It is up to us, the American people to establish a boundary at the voting booth. It is obvious the Republican party will not curb his power grab. We can hope for Mueller's investigation, but we cannot count on it.","Wed Jun 13 23:34:05 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/2586056046/1642560287","Tue Jun 24 17:15:56 +0000 2014","Love people. Passionate about civil liberties. I have a testimonial about the Lord’s amazing grace.  .I’m an inmates rights advocate! Christian! DM any time.",,,,,,,,,,,,,,,,"0","230941","3205","4981","true","2586056046","false","false","false","Princeton, WV","113","Donnie","1553549532390215681","false","https://pbs.twimg.com/profile_images/1526221697250119680/qV1mkAK1_normal.jpg","","58999","https://twitter.com/Lukensmemos","user","https://x.com/Lukensmemos","Lukensmemos",,"@drawandstrike It would be highly disconcerting and an abridgment on the separation of powers for Rosenstein to launch an investigation into the committees that are trying to investigate him. Rosenstein is the lynchpin to all of the deep state bull coming from Mueller and DOJ!","Wed Jun 13 23:33:38 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/25872911/1451872616","Sun Mar 22 20:21:49 +0000 2009","Passions:  President Obama & animals, love him, love them - Fiery Sagittarius Comin' atcha like a dark horse",,,,,,,,,,,,,,,,"0","33587","4750","3316","true","25872911","false","false","false","Philly","2248","laynie (Elayne with a Y)","1132438687961243650","false","https://pbs.twimg.com/profile_images/985038440264798208/ajbmadmX_normal.jpg","","116749","https://twitter.com/LaynieR","user","https://x.com/LaynieR","LaynieR",,"Trump attorney/fixer Michael Cohen’s lawyers have quit and he will now  start cooperating with federal prosecutors in New York, and possibly  with special counsel Robert Mueller’s investigation into collusion  between Russia and the Trump campaign. https://t.co/eWjbTjAixv https://t.co/VhdO5kngpR","Wed Jun 13 23:31:52 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/66774765/1560972802","Tue Aug 18 19:32:15 +0000 2009","#LGBTQALLY #SlavaUkraini #votebluetosavedemocracy#VOTINGRIGHTSareHUMANRIGHTS #DemocracynotAUTOCRACY",,,,,,,,,,,,,,,,"0","211271","2432","4472","true","66774765","false","false","false","Camas, WA","1493","RogueMosaique 🇺🇦🏳️‍🌈❤️",,"false","https://pbs.twimg.com/profile_images/789873269163778052/3avq21om_normal.jpg","","225689","https://twitter.com/mosaique813","user","https://x.com/mosaique813","mosaique813",,"@funder
I strongly believe that Pruitt is being kept to be put in as AG once TRUMP kills the Mueller Investigation. If Cohen flips, Saturday night massacre is imminent!
Or If Ivanka is interviewed....
#ProtectMueller https://t.co/pYdIe9qy7Z","Wed Jun 13 23:31:41 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/4808890158/1604694805","Sun Jan 24 19:45:09 +0000 2016","They're a rotten crowd, I shouted.",,,,,,,,,,,,,,,,"0","96333","673","1138","true","4808890158","false","false","false","Minneapolis ","2425","Careless Gatsby","1324812311387885573","false","https://pbs.twimg.com/profile_images/691351248503726080/IogTmH8H_normal.jpg","","20803","https://twitter.com/CarelessGatsby","user","https://x.com/CarelessGatsby","CarelessGatsby",,"Quick, Minnesota! The eyes of the world are upon us.

Tonight we must all climb to the top of St. Paul's USB Building and rally to support the Mueller investigation, Canada 🇨🇦, justice, equality, and humanity. 

Our raccoon has called on us to rally.
#mprraccoon https://t.co/7B7hALbaGd","Wed Jun 13 23:31:38 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/305877472/1540522370","Thu May 26 22:53:01 +0000 2011","🇺🇸Former EMT & Police Officer 🇺🇸         I work for what is right, and express my feelings about people                         who rant.",,,,,,,,,,,,,,,,"0","75898","522","1044","false","305877472","false","false","false","Newington, CT/Jay, ME","183","Robert “Bob” Cashman Sr",,"false","https://pbs.twimg.com/profile_images/643538237022175236/vVeBQBAT_normal.jpg","","88591","https://twitter.com/RobertCashmanSr","user","https://x.com/RobertCashmanSr","RobertCashmanSr",,"With these 150 MORE blank subpoenas now requested added to the large number previously requested I’d say Mueller is ahead of any guesses where the investigation stands. I hope I'm right making that assumption. https://t.co/3OL7gXHgta","Wed Jun 13 23:26:59 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/2490585386/1696763909","Mon May 12 00:38:07 +0000 2014","#FrontPageNews Curator on @breakfastclubam #TezonTen Host on @revolttv |#SSNC Host on @cthagod ‘s @blackeffect @iheartradio |Seen on @netflix #Civil",,,,,,,,,,,"tezlynfigaro.com","https://www.tezlynfigaro.com","0","23","https://t.co/HJCsWlc6hB","0","23130","52799","655","true","2490585386","false","false","false","United States","5701","Tezlyn Figaro",,"false","https://pbs.twimg.com/profile_images/1807438784016879616/JcLEH697_normal.jpg","","30663","https://twitter.com/TezlynFigaro","user","https://x.com/TezlynFigaro","TezlynFigaro",,"What Michael Cohen's potential cooperation means for Robert Mueller's investigation  https://t.co/He2XAhqa61","Wed Jun 13 23:26:37 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/48809567/1500708916","Fri Jun 19 19:56:34 +0000 2009","UT Grad,  Retired",,,,,,,,,,,,,,,,"0","57728","602","634","true","48809567","false","false","false","austin texas","274","Andy Potter",,"false","https://pbs.twimg.com/profile_images/888664978739384321/85fmNcxw_normal.jpg","","88410","https://twitter.com/aepotter","user","https://x.com/aepotter","aepotter",,"@mmpadellan @DonaldJTrumpJr Every time Mueller amps up  the Trump investigation one of the clan starts tweeting insults and quoting fortune cookies.  Must be an interesting week, N Korea diversion and all.","Wed Jun 13 23:24:39 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/396214595/1695917236","Sat Oct 22 22:53:16 +0000 2011","Radioman 98-02 Gator Navy LPD 8/10 Sasebo🇯🇵 • near LBI, NJ 📍 • #NYR fan • “The internet is public, like a sewer” – TEZ – Salesforce Ranger",,,,,,,,,,,"InformationTerrestrial.com","http://InformationTerrestrial.com","0","23","https://t.co/5vrCNC0bxW","0","361789","2370","4623","true","396214595","false","false","false","NJ PA NJ TX SC NJ JP NJ NY","11148","@ㄒ乇乙几ㄚ匚 🇺🇸 🇺🇦 🅃🄴🅉","1499239571963490305","false","https://pbs.twimg.com/profile_images/1813254552465895424/Gwi9_bQU_normal.jpg","","79930","https://twitter.com/TEZNYC","user","https://x.com/TEZNYC","TEZNYC",,"People who don’t know what contempt is or how it works call on @Jim_Jordan to hold Rosenstein in contempt. 

Jim Jordan is a conspiracy theorist who runs distraction  and obstruction campaigns against the Mueller investigation. https://t.co/W6Icw3DOtC","Wed Jun 13 23:24:34 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/105136056/1628877402","Fri Jan 15 13:19:46 +0000 2010","@rhoads@infosec.exchange",,,,,,,,,,,,,,,,"0","3626","21","656","true","105136056","false","false","false","","39","Björn Rhoads",,"false","https://pbs.twimg.com/profile_images/1426241310395183110/QSpTiGA1_normal.jpg","","328","https://twitter.com/bjornrhoads","user","https://x.com/bjornrhoads","bjornrhoads",,"@Stonekettle The cost of golfing is about 30 times of the Mueller investigation?","Wed Jun 13 23:23:57 +0000 2018"
"false","true",,"Sat Apr 11 00:31:30 +0000 2009","",,,,,,,,,,,,,,,,"0","515","23","148","true","30352774","false","false","false","Granite Falls, NC","197","Joyce Ormond",,"false","https://pbs.twimg.com/profile_images/378800000335988992/f1900b1834a64026e00966fad4b2268a_normal.jpeg","","1676","https://twitter.com/soberbrat2","user","https://x.com/soberbrat2","soberbrat2",,"Bob Mueller Warns Russia is Currently Actively Meddling in 2018 Elections – And His Investigation - https://t.co/pIoYHWEAT6","Wed Jun 13 23:21:58 +0000 2018"
"false","true",,"Tue Apr 28 12:55:49 +0000 2015","Physician married to a RN, conservative, leans libertarian, limited government, limited taxes, support military and law enforcement.",,,,,,,,,,,,,,,,"0","95506","3966","5178","false","3178197002","true","false","false","California, USA","5438","Donald Ray Massee",,"false","https://pbs.twimg.com/profile_images/815683684082716672/bHegxK3D_normal.jpg","","169033","https://twitter.com/drmassee","user","https://x.com/drmassee","drmassee",,"Majority think it is bogus New poll shows voters divided on Trump, Mueller, and the Russia Investigation https://t.co/JGDvBA5B8c via @washtimes","Wed Jun 13 23:54:52 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/1564201220/1732252231","Tue Jul 02 21:55:25 +0000 2013","On a journey. Momento Mori. Living the best life while we got one. Fam 305 podcast Listen : https://t.co/G8KCK9x1jM. #Heat, #finsup #theU #podcaster","linktr.ee/Thefam305podca…","http://linktr.ee/Thefam305podcast","92","115","https://t.co/G8KCK9x1jM",,,,,,"thefam305podcast.wordpress.com","https://thefam305podcast.wordpress.com/","0","23","https://t.co/9mCQvWEnei","0","88540","1010","2152","true","1564201220","false","false","false","772/954/305","5534","GURU with The Fam 305 podcast","1559324685803864069","false","https://pbs.twimg.com/profile_images/1859826544996143104/8apExGa7_normal.jpg","","56098","https://twitter.com/Guru_Fam305","user","https://x.com/Guru_Fam305","Guru_Fam305",,"@B75434425 Yeah Cohen is flipping on Trump and a bunch of GOP are under investigation because of Russia....gonna be glorious when Trump is finally out of office","Wed Jun 13 23:54:41 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/3657013654/1624040761","Mon Sep 14 21:19:59 +0000 2015","Hold leaders accountable to represent us. Consequences for the attempted coup on Jan 6th. #innocentpeopledont #USAorInc",,,,,,,,,,,,,,,,"0","126432","7850","2858","true","3657013654","false","false","false","","7442","Respectful Dialogue","1834275525042552996","false","https://pbs.twimg.com/profile_images/1826977513173905408/4VxVIyFS_normal.jpg","","201874","https://twitter.com/timeindawater1","user","https://x.com/timeindawater1","timeindawater1",,"@826352 @RepMarkMeadows Learn the details pass it on ...The Russia investigation and Donald Trump: a timeline https://t.co/l9OnFi25fn # via @PolitiFact","Wed Jun 13 23:49:39 +0000 2018"
